Evidence	ProteinId	AnnotationType	Value	Start	End
UR000239476	KAF7797396.1	protein.recommendedName.shortName	CPR		
UR000239476	KAF7797396.1	protein.recommendedName.shortName	P450R		
UR000239476	KAF7797396.1	xref.GO	GO:0003958		
UR000239476	KAF7797396.1	xref.GO	GO:0005737		
UR000239476	KAF7797396.1	xref.GO	GO:0005739		
UR000239476	KAF7797396.1	xref.GO	GO:0005789		
UR000239476	KAF7797396.1	xref.GO	GO:0005886		
UR000239476	KAF7797396.1	xref.GO	GO:0006696		
UR000239476	KAF7797396.1	xref.GO	GO:0010181		
UR000239476	KAF7797396.1	xref.GO	GO:0050660		
UR000239476	KAF7797396.1	xref.GO	GO:0050661		
UR000239476	KAF7797396.1	feature.NP_BIND	FMN	71	76
UR000239476	KAF7797396.1	feature.NP_BIND	FMN	122	125
UR000239476	KAF7797396.1	feature.NP_BIND	FMN	164	173
UR000239476	KAF7797396.1	feature.BINDING	FMN	199	199
UR000239476	KAF7797396.1	feature.BINDING	NADP	288	288
UR000239476	KAF7797396.1	feature.NP_BIND	FAD	455	458
UR000239476	KAF7797396.1	feature.NP_BIND	FAD	473	475
UR000239476	KAF7797396.1	feature.BINDING	FAD	479	479
UR000239476	KAF7797396.1	feature.NP_BIND	FAD	494	497
UR000239476	KAF7797396.1	feature.BINDING	NADP	574	574
UR000239476	KAF7797396.1	feature.NP_BIND	NADP	645	646
UR000239476	KAF7797396.1	feature.NP_BIND	NADP	656	660
UR000239476	KAF7797396.1	feature.BINDING	FAD	732	732
UR000414443	KAF7797472.1	keyword	RNA-binding		
UR000414443	KAF7797472.1	keyword	tRNA-binding		
UR000414443	KAF7797472.1	xref.GO	GO:0000049		
UR000414443	KAF7797472.1	xref.GO	GO:0003723		
UR000414931	KAF7797562.1	keyword	Zinc-finger		
UR000128663	KAF7797655.1	comment.similarity	Belongs to the glycosyl hydrolase 5 (cellulase A) family		
UR000128663	KAF7797655.1	keyword	Glycosidase		
UR000128663	KAF7797655.1	keyword	Hydrolase		
UR000248790	KAF7797670.1	comment.catalytic_activity	Reaction=[protein]-peptidylproline (omega=180) = [protein]-peptidylproline (omega=0); Xref=Rhea:RHEA:16237, Rhea:RHEA-COMP:10747, Rhea:RHEA-COMP:10748, ChEBI:CHEBI:83833, ChEBI:CHEBI:83834; EC=5.2.1.8;		
UR000248790	KAF7797670.1	comment.function	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides		
UR000248790	KAF7797670.1	comment.similarity	Belongs to the cyclophilin-type PPIase family		
UR000248790	KAF7797670.1	keyword	Isomerase		
UR000248790	KAF7797670.1	keyword	Rotamase		
UR000248790	KAF7797670.1	protein.recommendedName.ecNumber	5.2.1.8		
UR000248790	KAF7797670.1	protein.recommendedName.fullName	Peptidyl-prolyl cis-trans isomerase		
UR000248790	KAF7797670.1	protein.recommendedName.shortName	PPIase		
UR000248790	KAF7797670.1	xref.GO	GO:0003755		
UR000112925	KAF7797675.1	comment.function	Plays a role in vesicular protein sorting		
UR000112925	KAF7797675.1	comment.similarity	Belongs to the VPS35 family		
UR000112925	KAF7797675.1	keyword	Protein transport		
UR000112925	KAF7797675.1	keyword	Transport		
UR000112925	KAF7797675.1	protein.recommendedName.fullName	Vacuolar protein sorting-associated protein 35		
UR000112925	KAF7797789.1	comment.function	Plays a role in vesicular protein sorting		
UR000112925	KAF7797789.1	comment.similarity	Belongs to the VPS35 family		
UR000112925	KAF7797789.1	keyword	Protein transport		
UR000112925	KAF7797789.1	keyword	Transport		
UR000112925	KAF7797789.1	protein.recommendedName.fullName	Vacuolar protein sorting-associated protein 35		
UR000416794	KAF7797819.1	keyword	Zinc-finger		
UR001184788	KAF7797960.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420		
UR001184788	KAF7797960.1	comment.similarity	Belongs to the terpene synthase family		
UR001184788	KAF7797960.1	keyword	Lyase		
UR001184788	KAF7797960.1	keyword	Magnesium		
UR001184788	KAF7797960.1	keyword	Metal-binding		
UR001184788	KAF7797960.1	protein.recommendedName.ecNumber	4.2.3.-		
UR001184788	KAF7797960.1	protein.recommendedName.fullName	Terpene synthase		
UR001184788	KAF7797961.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420		
UR001184788	KAF7797961.1	comment.similarity	Belongs to the terpene synthase family		
UR001184788	KAF7797961.1	keyword	Lyase		
UR001184788	KAF7797961.1	keyword	Magnesium		
UR001184788	KAF7797961.1	keyword	Metal-binding		
UR001184788	KAF7797961.1	protein.recommendedName.ecNumber	4.2.3.-		
UR001184788	KAF7797961.1	protein.recommendedName.fullName	Terpene synthase		
UR000400462	KAF7798026.1	keyword	Zinc-finger		
UR000000407	KAF7798240.1	comment.similarity	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
UR000000407	KAF7798240.1	keyword	Transport		
UR000414619	KAF7798343.1	keyword	RNA-binding		
UR000414619	KAF7798343.1	xref.GO	GO:0003723		
UR000115451	KAF7798468.1	comment.similarity	Belongs to the peptidase M28 family		
UR000115451	KAF7798468.1	keyword	Hydrolase		
UR000115451	KAF7798468.1	keyword	Metal-binding		
UR000115451	KAF7798468.1	keyword	Protease		
UR000115451	KAF7798468.1	keyword	Zinc		
UR000115451	KAF7798468.1	protein.recommendedName.ecNumber	3.4.-.-		
UR000115451	KAF7798468.1	protein.recommendedName.fullName	Peptide hydrolase		
UR000129775	KAF7798520.1	comment.similarity	Belongs to the glycosyl hydrolase 47 family		
UR000129775	KAF7798520.1	keyword	Glycosidase		
UR000129775	KAF7798520.1	keyword	Hydrolase		
UR000129775	KAF7798520.1	protein.recommendedName.ecNumber	3.2.1.-		
UR000129775	KAF7798520.1	protein.recommendedName.fullName	alpha-1,2-Mannosidase		
UR000414619	KAF7798641.1	keyword	RNA-binding		
UR000415291	KAF7798641.1	keyword	Zinc-finger		
UR000414619	KAF7798641.1	xref.GO	GO:0003723		
UR000375786	KAF7798657.1	comment.catalytic_activity	Reaction=(6S)-NADHX + ATP = ADP + H(+) + NADH + phosphate; Xref=Rhea:RHEA:19017, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57945, ChEBI:CHEBI:64074, ChEBI:CHEBI:456216; EC=4.2.1.93;		
UR000375786	KAF7798657.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420		
UR000375786	KAF7798657.1	comment.function	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ATP, which is converted to ADP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration		
UR000375786	KAF7798657.1	comment.similarity	Belongs to the NnrD/CARKD family		
UR000375786	KAF7798657.1	comment.subcellular_location	Cytoplasm		
UR000375786	KAF7798657.1	keyword	ATP-binding		
UR000375786	KAF7798657.1	keyword	Cytoplasm		
UR000375786	KAF7798657.1	keyword	Lyase		
UR000375786	KAF7798657.1	keyword	NAD		
UR000375786	KAF7798657.1	keyword	Nucleotide-binding		
UR000375786	KAF7798657.1	keyword	Phosphoprotein		
UR000375786	KAF7798657.1	protein.alternativeName.fullName	ATP-dependent NAD(P)HX dehydratase		
UR000375786	KAF7798657.1	protein.recommendedName.ecNumber	4.2.1.93		
UR000375786	KAF7798657.1	protein.recommendedName.fullName	ATP-dependent (S)-NAD(P)H-hydrate dehydratase		
UR000375786	KAF7798657.1	xref.GO	GO:0005737		
UR000375786	KAF7798657.1	xref.GO	GO:0046496		
UR000375786	KAF7798657.1	xref.GO	GO:0047453		
UR000000663	KAF7798668.1	comment.similarity	Belongs to the histone H2A family		
UR000000663	KAF7798668.1	comment.subcellular_location	Nucleus		
UR000000663	KAF7798668.1	comment.subunit	The nucleosome is a histone octamer containing two molecules each of H2A, H2B, H3 and H4 assembled in one H3-H4 heterotetramer and two H2A-H2B heterodimers. The octamer wraps approximately 147 bp of DNA		
UR000000663	KAF7798668.1	keyword	Chromosome		
UR000000663	KAF7798668.1	keyword	DNA-binding		
UR000000663	KAF7798668.1	keyword	Nucleosome core		
UR000000663	KAF7798668.1	keyword	Nucleus		
UR000000663	KAF7798668.1	protein.recommendedName.fullName	Histone H2A		
UR000400595	KAF7798677.1	keyword	Zinc-finger		
UR000000085	KAF7798890.1	comment.function	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain		
UR000000085	KAF7798890.1	comment.similarity	Belongs to the tubulin family		
UR000000085	KAF7798890.1	comment.subunit	Dimer of alpha and beta chains. A typical microtubule is a hollow water-filled tube with an outer diameter of 25 nm and an inner diameter of 15 nM. Alpha-beta heterodimers associate head-to-tail to form protofilaments running lengthwise along the microtubule wall with the beta-tubulin subunit facing the microtubule plus end conferring a structural polarity. Microtubules usually have 13 protofilaments but different protofilament numbers can be found in some organisms and specialized cells		
UR000000085	KAF7798890.1	keyword	GTP-binding		
UR000000085	KAF7798890.1	keyword	Microtubule		
UR000000085	KAF7798890.1	keyword	Nucleotide-binding		
UR000000085	KAF7798890.1	protein.recommendedName.fullName	Tubulin alpha chain		
UR000000085	KAF7798890.1	xref.GO	GO:0003924		
UR000000085	KAF7798890.1	xref.GO	GO:0005525		
UR000000780	KAF7798899.1	comment.similarity	Belongs to the small GTPase superfamily. Arf family		
UR000000780	KAF7798899.1	keyword	GTP-binding		
UR000000780	KAF7798899.1	keyword	Nucleotide-binding		
UR000000157	KAF7798902.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7798902.1	keyword	Heme		
UR000000157	KAF7798902.1	keyword	Iron		
UR000000157	KAF7798902.1	keyword	Metal-binding		
UR000000157	KAF7798902.1	keyword	Monooxygenase		
UR000000157	KAF7798902.1	keyword	Oxidoreductase		
UR000414619	KAF7798973.1	keyword	RNA-binding		
UR000414619	KAF7798973.1	xref.GO	GO:0003723		
UR000400380	KAF7799047.1	keyword	TPR repeat		
UR000400380	KAF7799047.1	feature.REPEAT	TPR	43	76
UR000400380	KAF7799047.1	feature.REPEAT	TPR	128	161
UR000413452	KAF7799086.1	keyword	WD repeat		
UR000413452	KAF7799086.1	feature.REPEAT	WD	26	55
UR000413452	KAF7799086.1	feature.REPEAT	WD	56	97
UR000248770	KAF7799137.1	comment.similarity	Belongs to the class-I aminoacyl-tRNA synthetase family		
UR000248770	KAF7799137.1	keyword	ATP-binding		
UR000248770	KAF7799137.1	keyword	Aminoacyl-tRNA synthetase		
UR000248770	KAF7799137.1	keyword	Ligase		
UR000248770	KAF7799137.1	keyword	Nucleotide-binding		
UR000248770	KAF7799137.1	keyword	Protein biosynthesis		
UR000000255	KAF7799213.1	comment.catalytic_activity	Reaction=[(1->4)-alpha-D-glucosyl](n) + phosphate = [(1->4)-alpha-D-glucosyl](n-1) + alpha-D-glucose 1-phosphate; Xref=Rhea:RHEA:41732, Rhea:RHEA-COMP:9584, Rhea:RHEA-COMP:9586, ChEBI:CHEBI:15444, ChEBI:CHEBI:43474, ChEBI:CHEBI:58601; EC=2.4.1.1;		
UR000000255	KAF7799213.1	comment.cofactor	Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326		
UR000000255	KAF7799213.1	comment.function	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties		
UR000000255	KAF7799213.1	comment.similarity	Belongs to the glycogen phosphorylase family		
UR000000255	KAF7799213.1	keyword	Carbohydrate metabolism		
UR000000255	KAF7799213.1	keyword	Glycosyltransferase		
UR000000255	KAF7799213.1	keyword	Pyridoxal phosphate		
UR000000255	KAF7799213.1	keyword	Transferase		
UR000000255	KAF7799213.1	protein.recommendedName.ecNumber	2.4.1.1		
UR000000255	KAF7799213.1	protein.recommendedName.fullName	Alpha-1,4 glucan phosphorylase		
UR000400296	KAF7799247.1	feature.REPEAT	PPR	302	336
UR000400296	KAF7799247.1	feature.REPEAT	PPR	337	367
UR000400296	KAF7799247.1	feature.REPEAT	PPR	372	402
UR000400296	KAF7799247.1	feature.REPEAT	PPR	421	457
UR000400296	KAF7799247.1	feature.REPEAT	PPR	458	492
UR000400296	KAF7799247.1	feature.REPEAT	PPR	493	526
UR000400296	KAF7799247.1	feature.REPEAT	PPR	527	564
UR000400296	KAF7799247.1	feature.REPEAT	PPR	609	646
UR000400296	KAF7799247.1	feature.REPEAT	PPR	647	681
UR000406071	KAF7799264.1	comment.catalytic_activity	Reaction=ATP + CoA + succinate = ADP + phosphate + succinyl-CoA; Xref=Rhea:RHEA:17661, ChEBI:CHEBI:30031, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:57287, ChEBI:CHEBI:57292, ChEBI:CHEBI:456216; EC=6.2.1.5;		
UR000406071	KAF7799264.1	comment.function	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit		
UR000406071	KAF7799264.1	comment.pathway	Carbohydrate metabolism; tricarboxylic acid cycle; succinate from succinyl-CoA (ligase route): step 1/1		
UR000001198	KAF7799264.1	comment.similarity	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. Septin GTPase family		
UR000406071	KAF7799264.1	comment.similarity	Belongs to the succinate/malate CoA ligase alpha subunit family		
UR000000330	KAF7799264.1	comment.similarity	Belongs to the succinate/malate CoA ligase alpha subunit family		
UR000406071	KAF7799264.1	comment.subcellular_location	Mitochondrion		
UR000406071	KAF7799264.1	comment.subunit	Heterodimer of an alpha and a beta subunit		
UR000414900	KAF7799264.1	keyword	ANK repeat		
UR000001198	KAF7799264.1	keyword	GTP-binding		
UR000000330	KAF7799264.1	keyword	Ligase		
UR000406071	KAF7799264.1	keyword	Ligase		
UR000406071	KAF7799264.1	keyword	Mitochondrion		
UR000001198	KAF7799264.1	keyword	Nucleotide-binding		
UR000406071	KAF7799264.1	keyword	Nucleotide-binding		
UR000406071	KAF7799264.1	keyword	Tricarboxylic acid cycle		
UR000406071	KAF7799264.1	protein.alternativeName.fullName	Succinyl-CoA synthetase subunit alpha		
UR000406071	KAF7799264.1	protein.alternativeName.shortName	SCS-alpha		
UR000406071	KAF7799264.1	protein.recommendedName.ecNumber	6.2.1.5		
UR000406071	KAF7799264.1	protein.recommendedName.fullName	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial		
UR000406071	KAF7799264.1	xref.GO	GO:0004775		
UR000406071	KAF7799264.1	xref.GO	GO:0006099		
UR000414900	KAF7799264.1	feature.REPEAT	ANK	2543	2575
UR000128663	KAF7799321.1	comment.similarity	Belongs to the glycosyl hydrolase 5 (cellulase A) family		
UR000128663	KAF7799321.1	keyword	Glycosidase		
UR000128663	KAF7799321.1	keyword	Hydrolase		
UR001419783	KAF7799323.1	comment.function	Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane		
UR001419783	KAF7799323.1	comment.similarity	Belongs to the SEC8 family		
UR001419783	KAF7799323.1	keyword	Exocytosis		
UR001419783	KAF7799323.1	keyword	Protein transport		
UR001419783	KAF7799323.1	keyword	Transport		
UR001419783	KAF7799323.1	protein.recommendedName.fullName	Exocyst complex component Sec8		
UR001419783	KAF7799323.1	xref.GO	GO:0000145		
UR001419783	KAF7799323.1	xref.GO	GO:0006612		
UR001419783	KAF7799323.1	xref.GO	GO:0006887		
UR001419783	KAF7799323.1	xref.GO	GO:0006893		
UR001419783	KAF7799323.1	xref.GO	GO:0090522		
UR000000202	KAF7799358.1	comment.catalytic_activity	Reaction=GTP + IMP + L-aspartate = GDP + 2 H(+) + N(6)-(1,2-dicarboxyethyl)-AMP + phosphate; Xref=Rhea:RHEA:15753, ChEBI:CHEBI:15378, ChEBI:CHEBI:29991, ChEBI:CHEBI:37565, ChEBI:CHEBI:43474, ChEBI:CHEBI:57567, ChEBI:CHEBI:58053, ChEBI:CHEBI:58189; EC=6.3.4.4;		
UR000375791	KAF7799358.1	comment.catalytic_activity	Reaction=GTP + IMP + L-aspartate = GDP + 2 H(+) + N(6)-(1,2-dicarboxyethyl)-AMP + phosphate; Xref=Rhea:RHEA:15753, ChEBI:CHEBI:15378, ChEBI:CHEBI:29991, ChEBI:CHEBI:37565, ChEBI:CHEBI:43474, ChEBI:CHEBI:57567, ChEBI:CHEBI:58053, ChEBI:CHEBI:58189; EC=6.3.4.4;		
UR000375791	KAF7799358.1	comment.cofactor	Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Note=Binds 1 Mg(2+) ion per subunit		
UR000375791	KAF7799358.1	comment.function	Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP		
UR000000202	KAF7799358.1	comment.function	Plays an important role in the de novo pathway of purine nucleotide biosynthesis		
UR000000202	KAF7799358.1	comment.pathway	Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2		
UR000375791	KAF7799358.1	comment.pathway	Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2		
UR000375791	KAF7799358.1	comment.similarity	Belongs to the adenylosuccinate synthetase family		
UR000000202	KAF7799358.1	comment.similarity	Belongs to the adenylosuccinate synthetase family		
UR000375791	KAF7799358.1	comment.subcellular_location	Cytoplasm		
UR000375791	KAF7799358.1	comment.subunit	Homodimer		
UR000375791	KAF7799358.1	keyword	Cytoplasm		
UR000000202	KAF7799358.1	keyword	GTP-binding		
UR000375791	KAF7799358.1	keyword	GTP-binding		
UR000000202	KAF7799358.1	keyword	Ligase		
UR000375791	KAF7799358.1	keyword	Ligase		
UR000000202	KAF7799358.1	keyword	Magnesium		
UR000375791	KAF7799358.1	keyword	Magnesium		
UR000375791	KAF7799358.1	keyword	Metal-binding		
UR000000202	KAF7799358.1	keyword	Metal-binding		
UR000000202	KAF7799358.1	keyword	Nucleotide-binding		
UR000375791	KAF7799358.1	keyword	Nucleotide-binding		
UR000375791	KAF7799358.1	keyword	Purine biosynthesis		
UR000000202	KAF7799358.1	keyword	Purine biosynthesis		
UR000375791	KAF7799358.1	protein.alternativeName.fullName	IMP--aspartate ligase		
UR000375791	KAF7799358.1	protein.recommendedName.ecNumber	6.3.4.4		
UR000000202	KAF7799358.1	protein.recommendedName.ecNumber	6.3.4.4		
UR000375791	KAF7799358.1	protein.recommendedName.fullName	Adenylosuccinate synthetase		
UR000000202	KAF7799358.1	protein.recommendedName.fullName	Adenylosuccinate synthetase		
UR000375791	KAF7799358.1	protein.recommendedName.shortName	AMPSase		
UR000375791	KAF7799358.1	protein.recommendedName.shortName	AdSS		
UR000375791	KAF7799358.1	xref.GO	GO:0000287		
UR000375791	KAF7799358.1	xref.GO	GO:0004019		
UR000375791	KAF7799358.1	xref.GO	GO:0005525		
UR000375791	KAF7799358.1	xref.GO	GO:0005737		
UR000375791	KAF7799358.1	xref.GO	GO:0006164		
UR000375791	KAF7799358.1	xref.GO	GO:0006167		
UR000359765	KAF7799569.1	comment.catalytic_activity	Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1); Xref=Rhea:RHEA:21248, Rhea:RHEA-COMP:11128, Rhea:RHEA-COMP:11129, ChEBI:CHEBI:33019, ChEBI:CHEBI:61557, ChEBI:CHEBI:83400; EC=2.7.7.48;		
UR000359765	KAF7799569.1	comment.similarity	Belongs to the RdRP family		
UR000359765	KAF7799569.1	keyword	Nucleotidyltransferase		
UR000359765	KAF7799569.1	keyword	RNA-binding		
UR000359765	KAF7799569.1	keyword	RNA-directed RNA polymerase		
UR000359765	KAF7799569.1	keyword	Transferase		
UR000359765	KAF7799569.1	protein.recommendedName.ecNumber	2.7.7.48		
UR000359765	KAF7799569.1	protein.recommendedName.fullName	RNA-dependent RNA polymerase		
UR000415701	KAF7799598.1	feature.MOTIF	FFD box	274	290
UR000400536	KAF7799598.1	feature.MOTIF	TFG box	308	328
UR000413452	KAF7799601.1	keyword	WD repeat		
UR000413452	KAF7799601.1	feature.REPEAT	WD	413	452
UR000413452	KAF7799601.1	feature.REPEAT	WD	535	554
UR000687776	KAF7799691.1	comment.function	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene-specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors		
UR000687776	KAF7799691.1	comment.similarity	Belongs to the Mediator complex subunit 4 family		
UR000687776	KAF7799691.1	comment.subcellular_location	Nucleus		
UR000687776	KAF7799691.1	comment.subunit	Component of the Mediator complex		
UR000687776	KAF7799691.1	gene.name.primary	MED4		
UR000687776	KAF7799691.1	keyword	Activator		
UR000687776	KAF7799691.1	keyword	Nucleus		
UR000687776	KAF7799691.1	keyword	Transcription		
UR000687776	KAF7799691.1	keyword	Transcription regulation		
UR000687776	KAF7799691.1	protein.alternativeName.fullName	Mediator complex subunit 4		
UR000687776	KAF7799691.1	protein.recommendedName.fullName	Mediator of RNA polymerase II transcription subunit 4		
UR000000178	KAF7799877.1	keyword	Glycosidase		
UR000000178	KAF7799877.1	keyword	Hydrolase		
UR000000178	KAF7799877.1	protein.recommendedName.ecNumber	3.2.1.-		
UR000336911	KAF7799979.1	comment.activity_regulation	Mycophenolic acid (MPA) is a non-competitive inhibitor that prevents formation of the closed enzyme conformation by binding to the same site as the amobile flap. In contrast, mizoribine monophosphate (MZP) is a competitive inhibitor that induces the closed conformation. MPA is a potent inhibitor of mammalian IMPDHs but a poor inhibitor of the bacterial enzymes. MZP is a more potent inhibitor of bacterial IMPDH		
UR000336911	KAF7799979.1	comment.catalytic_activity	Reaction=H2O + IMP + NAD(+) = H(+) + NADH + XMP; Xref=Rhea:RHEA:11708, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:57464, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:58053; EC=1.1.1.205;		
UR000336911	KAF7799979.1	comment.cofactor	Name=K(+); Xref=ChEBI:CHEBI:29103		
UR000336911	KAF7799979.1	comment.function	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth		
UR000336911	KAF7799979.1	comment.pathway	Purine metabolism; XMP biosynthesis via de novo pathway; XMP from IMP: step 1/1		
UR000336911	KAF7799979.1	comment.similarity	Belongs to the IMPDH/GMPR family		
UR000000782	KAF7799979.1	comment.similarity	Belongs to the IMPDH/GMPR family		
UR000336911	KAF7799979.1	comment.subcellular_location	Cytoplasm		
UR000336911	KAF7799979.1	comment.subunit	Homotetramer		
UR000400211	KAF7799979.1	keyword	CBS domain		
UR000336911	KAF7799979.1	keyword	Cytoplasm		
UR000336911	KAF7799979.1	keyword	GMP biosynthesis		
UR000336911	KAF7799979.1	keyword	Metal-binding		
UR000336911	KAF7799979.1	keyword	NAD		
UR000000782	KAF7799979.1	keyword	Oxidoreductase		
UR000336911	KAF7799979.1	keyword	Oxidoreductase		
UR000336911	KAF7799979.1	keyword	Potassium		
UR000336911	KAF7799979.1	keyword	Purine biosynthesis		
UR000336911	KAF7799979.1	protein.recommendedName.ecNumber	1.1.1.205		
UR000336911	KAF7799979.1	protein.recommendedName.fullName	Inosine-5'-monophosphate dehydrogenase		
UR000336911	KAF7799979.1	protein.recommendedName.shortName	IMP dehydrogenase		
UR000336911	KAF7799979.1	protein.recommendedName.shortName	IMPD		
UR000336911	KAF7799979.1	protein.recommendedName.shortName	IMPDH		
UR000336911	KAF7799979.1	xref.GO	GO:0000166		
UR000336911	KAF7799979.1	xref.GO	GO:0003938		
UR000336911	KAF7799979.1	xref.GO	GO:0005737		
UR000336911	KAF7799979.1	xref.GO	GO:0006177		
UR000336911	KAF7799979.1	xref.GO	GO:0046872		
UR000000176	KAF7800014.1	comment.similarity	Belongs to the actin family		
UR000139874	KAF7800118.1	comment.catalytic_activity	Reaction=NAD(+) + S-(hydroxymethyl)glutathione = H(+) + NADH + S-formylglutathione; Xref=Rhea:RHEA:19985, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57688, ChEBI:CHEBI:57945, ChEBI:CHEBI:58758; EC=1.1.1.284;		
UR000139874	KAF7800118.1	comment.cofactor	Name=Zn(2+); Xref=ChEBI:CHEBI:29105		
UR000139874	KAF7800118.1	comment.similarity	Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily		
UR000139874	KAF7800118.1	keyword	Metal-binding		
UR000139874	KAF7800118.1	keyword	NAD		
UR000139874	KAF7800118.1	keyword	Oxidoreductase		
UR000139874	KAF7800118.1	keyword	Zinc		
UR000139874	KAF7800118.1	protein.recommendedName.ecNumber	1.1.1.284		
UR000139874	KAF7800118.1	protein.recommendedName.fullName	S-(hydroxymethyl)glutathione dehydrogenase		
UR000000157	KAF7800201.1	comment.similarity	Belongs to the cytochrome P450 family		
UR000000157	KAF7800201.1	keyword	Heme		
UR000000157	KAF7800201.1	keyword	Iron		
UR000000157	KAF7800201.1	keyword	Metal-binding		
UR000000157	KAF7800201.1	keyword	Monooxygenase		
UR000000157	KAF7800201.1	keyword	Oxidoreductase		
UR000077057	KAF7800240.1	comment.catalytic_activity	Reaction=5,6-dihydrouridine(47) in tRNA + NAD(+) = H(+) + NADH + uridine(47) in tRNA; Xref=Rhea:RHEA:53364, Rhea:RHEA-COMP:13539, Rhea:RHEA-COMP:13540, ChEBI:CHEBI:15378, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:65315, ChEBI:CHEBI:74443; EC=1.3.1.89;		
UR000077057	KAF7800240.1	comment.cofactor	Name=FMN; Xref=ChEBI:CHEBI:58210		
UR000077057	KAF7800240.1	comment.function	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs. Specifically modifies U47 in cytoplasmic tRNAs		
UR000077057	KAF7800240.1	comment.similarity	Belongs to the dus family. Dus3 subfamily		
UR000077057	KAF7800240.1	keyword	FMN		
UR000077057	KAF7800240.1	keyword	Flavoprotein		
UR000077057	KAF7800240.1	keyword	Metal-binding		
UR000414566	KAF7800240.1	keyword	Metal-binding		
UR000077057	KAF7800240.1	keyword	NAD		
UR000077057	KAF7800240.1	keyword	NADP		
UR000077057	KAF7800240.1	keyword	Oxidoreductase		
UR000414566	KAF7800240.1	keyword	Zinc		
UR000077057	KAF7800240.1	keyword	Zinc		
UR000414566	KAF7800240.1	keyword	Zinc-finger		
UR000077057	KAF7800240.1	keyword	Zinc-finger		
UR000077057	KAF7800240.1	keyword	tRNA processing		
UR000077057	KAF7800240.1	protein.alternativeName.fullName	tRNA-dihydrouridine synthase 3		
UR000077057	KAF7800240.1	protein.recommendedName.ecNumber	1.3.1.-		
UR000077057	KAF7800240.1	protein.recommendedName.ecNumber	1.3.1.89		
UR000077057	KAF7800240.1	protein.recommendedName.fullName	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]		
UR000077057	KAF7800240.1	xref.GO	GO:0017150		
UR000077057	KAF7800240.1	xref.GO	GO:0046872		
UR000077057	KAF7800240.1	xref.GO	GO:0050660		
UR000414566	KAF7800240.1	feature.ZN_FING	C3H1-type	9	39
UR000415003	KAF7800253.1	keyword	Calcium		
UR000415003	KAF7800253.1	feature.CA_BIND		547	558
